time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.256305,0.6184,-0.2283,-0.1184,0.670
1.266302,0.7067,-0.2291,-0.0122,0.743
1.276248,0.6826,-0.2706,0.0383,0.735
1.287586,0.4935,-0.2846,0.1278,0.584
1.296649,0.2229,-0.2984,0.1337,0.396
1.307792,0.0494,-0.2985,0.1521,0.339
1.316442,-0.0536,-0.3121,0.1687,0.359
1.328405,-0.0182,-0.2436,0.2912,0.380
1.337271,0.1545,-0.1882,0.3687,0.442
1.348224,0.4092,-0.1457,0.3328,0.547
1.357434,0.4862,-0.1028,0.2931,0.577
1.368375,0.4671,-0.0594,0.2909,0.553
1.376272,0.4204,-0.0430,0.2728,0.503
1.386347,0.3877,-0.0265,0.1586,0.420
1.397346,0.3697,-0.0648,0.0180,0.376
1.406278,0.2846,-0.0625,-0.0526,0.296
1.416940,0.1730,-0.0333,-0.0124,0.177
1.426381,0.0209,-0.0725,-0.0247,0.079
1.438139,-0.0494,-0.0711,-0.0489,0.099
1.448194,-0.0650,-0.0563,-0.0852,0.121
1.456707,-0.0254,-0.0144,-0.0793,0.085
1.467816,0.1516,0.0679,-0.0713,0.181
1.477787,0.1393,0.0546,-0.0874,0.173
1.487123,0.1151,0.0272,-0.0325,0.123
1.497872,-0.0438,0.0131,-0.0160,0.048
1.507519,0.0026,-0.0420,-0.0116,0.044
1.518264,-0.0853,-0.0563,-0.0612,0.119
1.528542,0.0748,-0.1114,-0.0296,0.137
1.538879,0.2367,-0.1936,0.0829,0.317
1.548748,0.4249,-0.1804,0.0721,0.467
1.558682,0.5703,-0.2897,-0.0754,0.644
1.577342,0.3952,-0.3857,-0.3576,0.658
1.589021,0.2389,-0.5358,-0.3155,0.666
1.597036,-0.1372,-0.6449,-0.0425,0.661
1.607000,-0.5677,-0.5361,-0.2056,0.807
1.616217,-0.8046,-0.4547,-0.3542,0.990
1.626685,-0.7253,-0.4552,-0.3370,0.920
1.636907,-0.8346,-0.3742,-0.2085,0.938
1.646594,-0.9981,-0.2118,-0.0106,1.020
1.656431,-1.1425,-0.1038,0.0656,1.149
1.666976,-0.9893,-0.0094,0.1556,1.001
1.676242,-0.7936,0.1261,0.1639,0.820
1.686753,-0.9114,0.3161,0.0081,0.965
1.696751,-0.5715,0.2200,0.0284,0.613
1.706654,0.4614,-0.5301,0.1432,0.717
1.717058,0.4400,0.9806,-0.9133,1.410
1.726275,0.7236,0.9519,-0.7160,1.394
1.737669,1.0392,0.2966,-0.3136,1.125
1.748372,0.9810,0.3631,-0.3599,1.106
1.757298,0.9054,0.3206,-0.3782,1.032
1.767780,0.5861,0.3323,-0.4208,0.794
1.776288,-0.0339,0.4123,-0.3939,0.571
1.786933,-0.4202,0.6010,-0.2691,0.781
1.796490,-2.0843,1.0346,0.8922,2.492
1.806924,-0.5329,0.6775,-1.1021,1.399
1.819754,-0.1661,0.2517,0.0121,0.302
1.827139,0.7049,0.8873,-0.8966,1.445
1.836283,0.8129,0.6235,-0.5099,1.144
1.846749,1.1788,0.5234,-0.1936,1.304
1.857799,1.6516,0.3552,-0.4503,1.748
1.866481,1.7938,0.0237,-0.4218,1.843
1.879381,1.3050,0.0054,-0.4075,1.367
1.887817,0.4192,0.1097,-0.3533,0.559
1.896317,-0.0178,0.0506,-0.2729,0.278
1.906675,-0.1429,-0.1038,-0.2889,0.339
1.916446,-0.4131,-0.0544,-0.2351,0.478
1.926816,0.0748,-0.0186,-0.1834,0.199
1.937785,0.4371,-0.0238,-0.1600,0.466
1.947448,0.5282,-0.0285,-0.1128,0.541
1.956619,0.3234,0.0218,-0.0418,0.327
1.966651,-0.0252,0.0317,-0.0144,0.043
1.976260,-0.4083,-0.0124,0.0380,0.410
1.986202,-0.4479,-0.0970,0.0341,0.460
1.997118,-0.2199,-0.1264,0.0012,0.254
2.007758,-0.1430,-0.1824,-0.1010,0.253
2.019172,-0.2999,-0.1561,-0.1496,0.370
2.026705,-0.1655,-0.1022,-0.1717,0.259
2.037908,-0.0195,0.0198,-0.1537,0.156
2.047691,0.1513,0.1828,-0.1090,0.261
2.057012,0.3344,0.3185,-0.0376,0.463
2.066380,0.5029,0.3726,-0.0345,0.627
2.076323,0.7661,0.3584,-0.0176,0.846
2.087125,0.9853,0.2215,-0.0413,1.011
2.098029,0.9914,0.1796,0.0035,1.008
2.109789,0.8067,0.2053,0.0213,0.833
2.117579,0.6675,0.1079,0.0121,0.676
2.127640,0.5908,0.0646,0.0166,0.595
2.139425,0.4548,0.0482,0.1572,0.484
2.148134,0.4376,0.0043,0.2840,0.522
2.156354,0.4457,-0.0670,0.3554,0.574
2.166681,0.4806,-0.1790,0.3838,0.641
2.176374,0.6515,-0.2906,0.4768,0.858
2.188084,0.7273,-0.4015,0.3208,0.891
2.196345,0.6956,-0.5527,0.2565,0.925
2.206401,0.5585,-0.4988,0.2024,0.776
2.217357,0.3852,-0.4169,0.1182,0.580
2.226624,0.3118,-0.3208,-0.0085,0.447
2.237735,0.2423,-0.2381,-0.0402,0.342
2.248197,0.2169,-0.1961,-0.0579,0.298
2.258139,0.1939,-0.1814,-0.1016,0.284
2.268084,0.2950,-0.2079,-0.0893,0.372
2.277666,0.3559,-0.1529,-0.0894,0.397
2.287197,0.3893,-0.0983,-0.0603,0.406
2.298059,0.3141,-0.1124,-0.1235,0.356
2.307688,0.1587,-0.1407,-0.1148,0.241
2.318303,0.1419,-0.0742,0.0880,0.183
2.329135,0.1138,0.0196,0.1968,0.228
2.340019,0.1008,0.0182,0.3737,0.388
2.357713,0.0910,-0.1062,0.5330,0.551
2.366598,0.1622,-0.2703,0.5573,0.640
2.376371,0.2753,-0.4340,0.5661,0.765
2.387826,0.4164,-0.4874,0.5548,0.848
2.396249,0.2720,-0.5118,0.6161,0.846
2.407626,-0.0081,-0.4802,0.6281,0.791
2.419761,-0.3422,-0.3113,0.6200,0.774
2.426885,-0.5800,-0.1008,0.6208,0.856
2.437675,-0.6809,-0.0670,0.5650,0.887
2.447952,-0.4526,-0.0467,0.5630,0.724
2.456491,-0.0439,0.0555,0.5750,0.579
2.466417,0.4487,0.0486,0.4931,0.668
2.476311,0.8454,-0.1632,0.3182,0.918
2.487608,0.7093,-0.3486,0.1464,0.804
2.496431,-0.0264,-0.1123,0.2500,0.275
2.507758,-0.6522,0.1372,0.3966,0.776
2.517979,-0.9347,0.1280,0.4768,1.057
2.526271,-0.9415,0.0644,0.4085,1.028
2.538791,-0.8228,0.0418,0.4098,0.920
2.548355,-0.7839,0.0872,0.3446,0.861
2.556492,-0.7281,-0.0172,0.3085,0.791
2.567029,-0.7356,-0.1622,0.2468,0.793
2.576267,-0.8172,-0.2249,0.1324,0.858
2.588064,-0.8220,-0.3415,0.0470,0.891
2.596284,-0.6941,-0.5119,-0.0366,0.863
2.606264,-0.4766,-0.5458,-0.0506,0.726
2.617738,-0.3661,-0.6072,-0.0224,0.709
2.628162,-0.3543,-0.5877,0.0069,0.686
2.637557,-0.1987,-0.4873,0.0639,0.530
2.648087,-0.0495,-0.3332,0.0396,0.339
2.656413,0.1483,-0.2478,0.1520,0.326
2.667887,0.4368,-0.1902,0.3195,0.574
2.676267,0.8303,-0.2011,0.3923,0.940
2.686226,1.1186,-0.1855,0.2887,1.170
2.697388,1.2002,-0.2256,0.0767,1.224
2.707101,1.0062,-0.2123,0.0016,1.028
2.718211,0.5008,-0.0774,0.0499,0.509
2.727907,-0.0895,-0.0109,0.2484,0.264
2.737289,-0.6356,-0.0259,0.4322,0.769
2.747948,-0.9310,0.0006,0.5181,1.065
2.757024,-1.1389,0.0142,0.6411,1.307
2.766274,-1.2330,0.0014,0.6235,1.382
2.776242,-1.0797,0.0299,0.4794,1.182
2.788138,-0.6230,-0.0228,0.4012,0.741
2.796317,-0.3328,-0.1019,0.2819,0.448
2.807055,-0.2457,-0.0710,0.2178,0.336
2.821114,-0.3211,-0.0664,0.1547,0.363
2.827507,-0.5611,-0.1019,0.1739,0.596
2.837741,-0.9001,-0.0827,0.1665,0.919
2.848981,-0.9480,-0.0091,0.1735,0.964
2.856366,-0.7791,-0.0041,0.1270,0.789
2.866352,-0.6557,0.0137,0.1226,0.667
2.876251,-0.7555,0.0853,0.0930,0.766
2.887294,-0.8330,0.1835,0.1468,0.866
2.896009,-0.8052,0.1996,0.1749,0.848
2.907324,-0.8870,0.2153,0.2453,0.945
2.916954,-1.0883,0.2309,0.3306,1.161
2.927027,-1.1072,0.1917,0.3080,1.165
2.937434,-0.9165,0.0843,0.2314,0.949
2.947477,-0.6410,0.0447,0.1277,0.655
2.956872,-0.4071,0.0728,0.0519,0.417
2.966682,-0.1369,0.1277,0.0037,0.187
2.976488,0.1270,0.1144,-0.0717,0.185
2.986652,0.3982,0.1825,-0.1602,0.466
2.997252,0.4459,0.2370,-0.1797,0.536
3.007769,0.3675,0.1823,-0.1981,0.456
3.020624,0.2963,0.1684,-0.2698,0.435
3.027831,0.2562,0.1819,-0.3540,0.473
3.040607,0.2449,0.1547,-0.3834,0.481
3.048197,0.1821,0.1140,-0.3554,0.415
3.058009,0.0854,0.1275,-0.2808,0.320
3.067618,0.0535,0.1271,-0.2276,0.266
3.077804,0.0884,0.0990,-0.1971,0.238
3.087676,0.0827,0.0708,-0.1506,0.186
3.098944,0.0107,0.0832,-0.0899,0.123
3.109433,-0.0995,0.0412,-0.0849,0.137
3.127453,-0.2995,0.0390,0.0012,0.302
3.136503,-0.4679,0.0926,0.1225,0.492
3.148059,-0.5333,0.2008,0.2548,0.624
3.156764,-0.3868,0.2001,0.3578,0.564
3.167430,-0.2078,0.1313,0.4049,0.474
3.177024,-0.0954,0.0220,0.3794,0.392
3.188441,-0.0785,-0.0051,0.3206,0.330
3.198761,-0.1435,-0.0182,0.1748,0.227
3.207055,-0.0861,-0.0584,0.0530,0.117
3.216625,0.0249,-0.0848,-0.0560,0.105
3.227512,0.1752,-0.1114,-0.1369,0.249
3.237401,0.3506,-0.1517,-0.1889,0.426
3.247333,0.3476,-0.1784,-0.1576,0.421
3.257365,0.2464,-0.0691,-0.0840,0.269
3.267643,0.2631,-0.0142,-0.0636,0.271
3.276706,0.3005,-0.0545,-0.0832,0.317
3.287188,0.1959,-0.1085,-0.2241,0.317
3.302477,0.0609,-0.1353,-0.3206,0.353
3.306435,-0.0882,-0.1490,-0.3030,0.349
3.316215,-0.1005,-0.2175,-0.2125,0.320
3.326781,-0.1118,-0.2862,-0.0647,0.314
3.337673,-0.1761,-0.3278,0.0561,0.376
3.346494,-0.1979,-0.2875,0.1614,0.385
3.357197,-0.2052,-0.1790,0.3319,0.429
3.367711,-0.1013,-0.0702,0.4451,0.462
3.377079,0.0327,-0.0840,0.5975,0.604
3.387529,0.0606,-0.1114,0.4627,0.480
3.396188,0.0501,-0.0568,0.2832,0.293
3.407930,0.0548,-0.0426,0.1524,0.167
3.421838,0.1279,-0.0144,0.0165,0.130
3.428841,0.3630,0.0548,-0.0812,0.376
3.436507,0.5693,0.0832,-0.0433,0.577
3.448132,0.7344,0.0707,0.0357,0.739
3.457003,0.8143,0.0990,0.1154,0.828
3.466519,0.8454,0.1410,0.1145,0.865
3.476306,0.7026,0.1694,0.1289,0.734
3.488013,0.4959,0.1568,0.1181,0.533
3.496452,0.2709,0.1168,0.1363,0.325
3.506737,0.0324,0.0766,0.1421,0.165
3.517764,-0.0541,0.0362,0.1357,0.150
3.526302,-0.1378,-0.0180,0.1306,0.191
3.536376,-0.2183,-0.0587,0.1262,0.259
3.547518,-0.2273,-0.1676,0.1625,0.326
3.557410,-0.4924,-0.0585,0.0488,0.498
3.566920,-0.6303,-0.0992,0.0438,0.640
3.576390,-0.6902,-0.1671,0.0253,0.711
3.588277,-0.7364,-0.1668,-0.0065,0.755
3.597201,-0.7410,-0.1527,0.0031,0.757
3.607502,-0.7480,-0.1522,0.0674,0.766
3.620158,-0.7349,-0.1519,0.0909,0.756
3.628163,-0.6647,-0.1108,0.0599,0.677
3.636385,-0.5529,-0.1245,0.0563,0.570
3.646452,-0.4687,-0.1519,0.1208,0.507
3.656528,-0.3315,-0.1932,0.1173,0.401
3.667508,-0.1420,-0.2210,0.1274,0.292
3.676241,0.0161,-0.2216,0.1373,0.261
3.686517,0.0743,-0.1676,0.1466,0.235
3.696729,0.1420,-0.1409,0.1144,0.230
3.707192,0.1931,-0.1413,0.0272,0.241
3.718450,0.2674,-0.0872,0.0349,0.283
3.727029,0.3212,0.0352,0.0153,0.324
3.738265,0.3113,0.0490,-0.0040,0.315
3.749077,0.2783,0.0631,-0.0500,0.290
3.757183,0.2796,0.0910,-0.0817,0.305
3.768157,0.2226,0.0917,-0.0990,0.260
3.777058,0.1233,0.0516,-0.1022,0.168
3.787061,0.0651,0.0386,-0.0911,0.118
3.797093,-0.0458,0.0391,-0.1198,0.134
3.807337,-0.0729,0.0939,-0.1059,0.159
3.821145,-0.0709,0.1350,-0.0628,0.165
3.828166,-0.0264,0.1895,-0.0996,0.216
3.838880,0.0329,0.2575,-0.1076,0.281
3.848410,0.0934,0.2846,-0.1551,0.337
3.857808,0.1282,0.2843,-0.1742,0.357
3.867734,0.1101,0.2567,-0.1652,0.324
3.877875,-0.0016,0.2835,-0.1152,0.306
3.888533,-0.2198,0.2830,-0.1061,0.374
3.907737,-0.4142,0.2002,0.0189,0.460
3.920186,-0.6350,0.1996,0.0393,0.667
3.927863,-0.6340,0.0899,0.0182,0.641
3.937443,-0.4803,-0.0471,0.0372,0.484
3.947221,-0.2572,-0.1296,0.0149,0.288
3.957139,-0.0344,-0.2257,0.0055,0.228
3.966543,0.1057,-0.2809,-0.0181,0.301
3.976228,0.2442,-0.3089,-0.0290,0.395
3.986333,0.2719,-0.3094,-0.0272,0.413
3.997259,0.2838,-0.3235,-0.0263,0.431
4.010325,0.1575,-0.2830,0.0009,0.324
4.018506,0.0025,-0.2152,0.0274,0.217
4.027517,-0.0587,-0.1609,0.0400,0.176
4.037209,-0.1224,-0.1610,0.0116,0.203
4.047348,-0.2166,-0.1201,-0.0578,0.254
4.057035,-0.2863,-0.0383,-0.1133,0.310
